"","rank","id","name","cum_no_ratings","cum_no_ratings_owned","cum_no_ratings_not_owned","cum_no_ratings_prev_owned","cum_no_ratings_comment","cum_no_ratings_no_comment","cum_avg_rating","cum_avg_rating_owned","cum_avg_rating_not_owned","cum_avg_rating_prev_owned","cum_avg_rating_comment","cum_avg_rating_no_comment","month_after_release"
"1",1,174430,"Gloomhaven",51773,36435,15338,2753,7275,44498,8.70343393235856,9.10935469795526,7.73918024253488,7.45110625136215,8.42879895945017,8.74833413973662,67
"2",2,224517,"Brass: Birmingham",30282,20008,10274,802,3235,27047,8.65843122085728,8.99408532437025,8.00476494646681,7.56691743142145,8.64972484698609,8.65947256072762,49
"3",3,161936,"Pandemic Legacy: Season 1",47379,31208,16171,5815,5673,41706,8.5762157578252,8.84848304601385,8.05077407024921,8.39511693895098,8.40326998237265,8.59974046372224,82
"4",4,291457,"Gloomhaven: Jaws of the Lion",21962,17198,4764,1219,2355,19607,8.59487394545123,8.81916827131062,7.78517331234257,7.39768525840853,8.36996163906582,8.62188819962259,26
"5",5,167791,"Terraforming Mars",81080,54968,26112,3120,9697,71383,8.40097195658609,8.77507980115704,7.61344285117954,7.15088351923077,8.19289800659998,8.42923769342841,72
"6",6,342942,"Ark Nova",15365,10613,4752,233,1728,13637,8.64252552033843,8.99446326957505,7.85651640151515,7.01215450643777,8.25602232060185,8.69150092029039,10
"7",7,233078,"Twilight Imperium: Fourth Edition",18045,9686,8359,467,2188,15857,8.64570534995844,9.29168858145777,7.89717160425888,7.44023768736617,8.51998918190128,8.66305207227092,60
"8",8,187645,"Star Wars: Rebellion",27455,18792,8663,1287,3227,24228,8.4196231946822,8.79079858450404,7.61446009580976,7.42610852369852,8.43907733498605,8.41703203937593,77
"9",9,220308,"Gaia Project",21614,12406,9208,876,2299,19315,8.44463410058295,8.92742781637918,7.79416289748045,7.61300917808219,8.42654597651152,8.446787069635,58
"10",10,162886,"Spirit Island",37487,24970,12517,2125,4629,32858,8.36765203270467,8.846747360833,7.41191101302229,7.11422487529412,8.39254199611147,8.36414556120276,61
"11",11,115746,"War of the Ring: Second Edition",17009,11235,5774,795,2198,14811,8.52023635722264,8.95233624121051,7.67946008486318,7.48089811320755,8.73536533212011,8.48831052596043,118
"12",12,182028,"Through the Ages: A New Story of Civilization",27356,14710,12646,1803,3137,24219,8.35391022883463,8.82284848810334,7.8084348378934,7.63799618968386,8.29452985655085,8.3616015549775,82
"13",13,193738,"Great Western Trail",35570,20626,14944,2287,3698,31872,8.27446185605848,8.68556906671192,7.70704367304604,7.79792697857456,8.21557309626825,8.28129451901356,70
"14",14,12333,"Twilight Struggle",44635,29896,14739,3070,7521,37114,8.26847777797693,8.68430425541879,7.42503192889613,7.31023366449512,8.24460108762133,8.27331629142643,199
"15",15,316554,"Dune: Imperium",23704,15250,8454,617,2659,21045,8.33971327834964,8.71514593573771,7.66247788384197,6.93581847649919,8.15705672057164,8.36279162413875,21
"16",16,169786,"Scythe",69930,44349,25581,3122,8443,61487,8.19848203603603,8.6839025975783,7.35692320394042,7.04841965086483,8.06851436337795,8.21632836225543,76
"17",17,84876,"The Castles of Burgundy",53815,34967,18848,3784,7097,46718,8.12859083266748,8.43052909829268,7.56843191213922,7.51654375528541,8.08760323939692,8.1348173181643,138
"18",18,167355,"Nemesis",21440,13164,8276,703,2615,18825,8.34734241464552,8.89375892206017,7.47819948284195,7.2125960170697,8.34005450478011,8.34835478565737,45
"19",19,173346,"7 Wonders Duel",76382,58832,17550,3419,8392,67990,8.10365854180304,8.28922774748436,7.48158403988604,7.03354854050892,8.06070355338417,8.10896047242241,82
"20",20,28720,"Brass: Lancashire",21979,12309,9670,1591,3428,18551,8.18512279448565,8.65219719229832,7.59058104033092,7.7983936706474,8.25629254667445,8.17197148671231,178
"21",21,124361,"Concordia",34107,20196,13911,1714,4357,29750,8.11670781833641,8.49303233808675,7.57035960462943,7.37743718203034,8.17210613266009,8.10859452571429,106
"22",22,177736,"A Feast for Odin",22835,13380,9455,1238,2682,20153,8.19591736063061,8.6922558258595,7.49353675092544,7.31201085621971,8.15835636465324,8.20091605021585,70
"23",23,120677,"Terra Mystica",43588,22778,20810,3041,5133,38455,8.1058805905295,8.65796797260514,7.50158234983181,7.54457466293982,7.99342838885643,8.12089078819399,118
"24",24,266192,"Wingspan",66032,46424,19608,2112,7418,58614,8.08590740232009,8.4367138536102,7.25533627345981,6.71060464015152,7.936758376921,8.10478322499744,43
"25",25,205637,"Arkham Horror: The Card Game",36334,26771,9563,3406,4291,32043,8.15258454890736,8.47105386649733,7.26105029174945,6.94415330593071,8.04377552318807,8.16715557937771,70
"26",26,266507,"Clank!: Legacy – Acquisitions Incorporated",6405,4397,2008,282,745,5660,8.63449206245121,8.91782533318172,8.01406557270916,7.99812056737589,8.53137316778523,8.64806513250883,34
"27",27,246900,"Eclipse: Second Dawn for the Galaxy",7769,4745,3024,187,874,6895,8.58195715278672,9.04663048893572,7.8528318287037,7.5307486631016,8.69192219679634,8.56801814648296,30
"28",28,237182,"Root",37002,22463,14539,1619,4075,32927,8.09365488838441,8.58020618795352,7.34192493156338,7.1220990302656,8.00244637791411,8.10494272754882,49
"29",29,183394,"Viticulture Essential Edition",39108,25845,13263,2054,4237,34871,8.03570804975964,8.39112007622364,7.34313292920154,6.8960159006816,7.97433572102902,8.04316509305727,80
"30",30,164928,"Orléans",26540,15952,10588,1504,3001,23539,8.06840143933685,8.43059150764795,7.52272180487344,7.23188563829787,7.98149265911363,8.07948148731892,94
"31",31,199792,"Everdell",36142,23653,12489,1557,3675,32467,8.07971131536716,8.44790181160953,7.38239289054368,7.21209484264611,8.01907835102041,8.08657447315736,49
"32",32,312484,"Lost Ruins of Arnak",25867,16347,9520,804,2574,23293,8.10036905323385,8.48957546399951,7.43205422163865,6.92781232587065,7.80999728826729,8.13245667282016,23
"33",33,96848,"Mage Knight Board Game",30512,18681,11831,3579,4720,25792,8.09222118871264,8.59605844547936,7.29666850562083,7.27023769488684,8.06970998516949,8.0963407948201,130
"34",34,175914,"Food Chain Magnate",16926,9015,7911,947,2270,14656,8.10319493560203,8.77371530338325,7.33910175957527,7.33320426610348,8.0361177753304,8.11358420646834,82
"35",35,251247,"Barrage",11644,6542,5102,407,1387,10257,8.22300234541395,8.70114950015286,7.60990185809486,7.33265331695332,8.01548888968998,8.25106329531052,38
"36",36,285774,"Marvel Champions: The Card Game",17229,12835,4394,957,1798,15431,8.18781859190899,8.54302223918972,7.15025855257169,6.97975977011494,8.16605988320356,8.19035388827684,36
"37",37,3076,"Puerto Rico",67029,40281,26748,5146,10696,56332,7.94974052514583,8.31400978054168,7.40117129093764,7.31045543334629,7.92201184461481,7.91875255574096,244
"38",38,102794,"Caverna: The Cave Farmers",30994,18033,12961,2297,3859,27135,7.98828598890108,8.42129003216326,7.38583541316256,7.24604289072704,7.90945840891423,7.99949644149623,106
"39",39,192135,"Too Many Bones",9030,5910,3120,518,1246,7784,8.39924172425249,8.97553502538071,7.30760922115385,7.29016086872587,8.31979775280899,8.41195847507709,66
"40",40,170216,"Blood Rage",40394,23439,16955,2377,4819,35575,7.97197450982819,8.49598287853578,7.24757273134768,7.13871995372318,7.95779476239884,7.97389530260014,84
"41",41,256960,"Pax Pamir: Second Edition",8791,5606,3185,306,1232,7559,8.31996871800705,8.86012635390653,7.3692234411303,7.20167428104575,8.37221672077922,8.3114531022622,38
"42",42,31260,"Agricola",67993,41866,26127,5581,11220,56773,7.91024726221817,8.35515555008837,7.19732460060474,7.13214219315535,7.87427567557933,7.91735629647896,178
"43",43,247763,"Underwater Cities",14707,8485,6222,812,1573,13134,8.0871603474536,8.52101599057159,7.49550732079717,7.25255337438424,8.08233880483154,8.08773780188824,46
"44",44,276025,"Maracaibo",12523,7542,4981,808,1300,11223,8.13100048071548,8.56691444974808,7.47095969484039,7.28634818069307,8.00223974615384,8.14591529448453,34
"45",45,185343,"Anachrony",14751,8106,6645,1010,1864,12887,8.10713595146092,8.65955597088576,7.4332583476298,7.32080400990099,8.07413412017167,8.11190939861876,66
"46",46,221107,"Pandemic Legacy: Season 2",14672,8817,5855,2219,1600,13072,8.08076858505998,8.33938560848361,7.69131917506404,7.91328651194232,7.8184793125,8.11287253518972,58
"47",47,205059,"Mansions of Madness: Second Edition",30787,19782,11005,2178,3178,27609,8.00052503881508,8.44289953088666,7.20533628805089,6.90683582185491,7.75656028949025,8.02860718497591,72
"48",48,284083,"The Crew: The Quest for Planet Nine",30671,22038,8633,1408,2925,27746,7.91217963124776,8.11133266721118,7.40378919842465,7.23192984375,7.89865972307692,7.91360490809486,34
"49",49,324856,"The Crew: Mission Deep Sea",6939,4582,2357,82,678,6261,8.34468989335639,8.58599193801833,7.87559953754773,7.025,8.37755309734513,8.34113115636479,17
"50",50,184267,"On Mars",9223,5551,3672,509,1051,8172,8.23537642524125,8.77268896955503,7.42311555010893,7.21447937131631,8.0262348905804,8.26227409446892,31
"51",51,126163,"Tzolk'in: The Mayan Calendar",35034,19385,15649,2118,4083,30951,7.8837225038534,8.32970582512251,7.3312663288389,7.29546501416431,7.87335640460446,7.88508998093761,118
"52",52,2651,"Power Grid",60522,36638,23884,3865,9261,51261,7.83412212914312,8.19056009307277,7.28734712820298,7.023293228978,7.86125607385812,7.82922001131464,220
"53",53,216132,"Clans of Caledonia",17901,9444,8457,1315,2029,15872,7.96945776883973,8.42846513553579,7.45688054629301,7.34006844106464,7.97079952193199,7.96928624558972,59
"54",54,35677,"Le Havre",29168,16378,12790,2439,4472,24696,7.86414413981075,8.36440847783612,7.22353981391712,7.21746002460025,7.84183501565295,7.86818391966311,166
"55",55,164153,"Star Wars: Imperial Assault",22696,14746,7950,1818,2473,20223,7.98668572083186,8.39365801234233,7.23181610943396,7.2781096479648,7.94304609785685,7.99202225782525,93
"56",56,521,"Crokinole",14622,7453,7169,319,2627,11995,7.97788920051976,8.6287035301221,7.30129285534942,7.3960815047022,8.25470879330035,7.91726351729887,252
"57",57,55690,"Kingdom Death: Monster",8543,5530,3013,307,1497,7046,8.56279448671427,9.3697128915009,7.08179256886824,7.33336592833876,8.61766533066133,8.55113657394267,83
"58",58,209010,"Mechs vs. Minions",15867,9721,6146,1391,1879,13988,8.00371874708514,8.43626279600864,7.31957284738041,7.45838796549245,8.06587402873869,7.99536946382614,70
"59",59,314040,"Pandemic Legacy: Season 0",4922,3121,1801,651,514,4408,8.54045438642828,8.75948995834669,8.16088191560244,8.47737838709678,8.40351945525292,8.55642184437386,25
"60",60,244521,"The Quacks of Quedlinburg",35445,24364,11081,1232,3700,31745,7.84819346057272,8.14892200008209,7.18697604909304,6.71889989448052,7.72828995675676,7.86216866813671,52
"61",61,161533,"Lisboa",8709,5015,3694,524,1154,7555,8.19304552531863,8.78023685742771,7.39587050351922,7.29691788167939,8.09182755632582,8.20850621839842,62
"62",62,125153,"The Gallerist",12081,6789,5292,891,1486,10595,8.04618558811357,8.57993932390632,7.36144369236584,7.41473625140292,7.85100538358008,8.0735605559226,82
"63",63,295947,"Cascadia",13675,9538,4137,265,1519,12156,8.02978219451554,8.29745906898721,7.41264368141165,6.85069181132075,7.95471801843318,8.0391621289898,13
"64",64,266810,"Paladins of the West Kingdom",13218,8604,4614,714,1321,11897,8.01834714782872,8.39728483612274,7.31171952102297,7.08995331932773,7.87494389856169,8.0342701277633,35
"65",65,230802,"Azul",70230,48911,21319,2545,7093,63137,7.78066438416631,8.01264363660526,7.24844724377316,7.06554499017682,7.79916387283237,7.77858609610846,58
"66",66,180263,"The 7th Continent",19947,13811,6136,2083,2847,17100,7.97331370732441,8.4291182260517,6.94738212190352,6.70088380220835,7.80974249736564,8.00054687894737,61
"67",67,72125,"Eclipse",27253,13009,14244,2736,4033,23220,7.86219908964151,8.45765967714659,7.31836682462792,7.51606040204678,7.74377017108852,7.88276859130059,130
"68",68,124742,"Android: Netrunner",28409,18209,10200,3899,4467,23941,7.87443035481714,8.35240731121973,7.02114776666666,7.11854460630931,7.92046807700918,7.77964500438578,120
"69",69,191189,"Aeon's End",15816,9870,5946,1250,1885,13931,7.97633738366211,8.43331956129686,7.21777463673058,7.127653264,7.98716274270557,7.97487260713517,70
"70",70,25613,"Through the Ages: A Story of Civilization",18633,8076,10557,2771,3312,15321,7.88590426984384,8.46481450965826,7.44304369423131,7.70638622158066,7.80257641908213,7.90391757457086,190
"71",71,28143,"Race for the Galaxy",50857,30722,20135,4461,8623,42234,7.75622208309574,8.22868494043357,7.03533785646883,7.05268742434432,7.86829806331903,7.73333930671971,177
"72",72,201808,"Clank!: A Deck-Building Adventure",35125,20832,14293,2197,3709,31416,7.8110235433452,8.19461888200845,7.25193461204786,7.16179675011379,7.79021236991103,7.81348052839317,72
"73",73,159675,"Fields of Arle",9626,6178,3448,955,1265,8361,8.05880630791606,8.4512040595662,7.35572240139211,7.25590069109947,8.05980790513834,8.05865476856835,94
"74",74,157354,"Five Tribes",36831,22578,14253,2322,4360,32471,7.78129473079743,8.20694719860041,7.10702395144882,7.08064684323859,7.77138088990826,7.78262589849404,96
"75",75,229853,"Teotihuacan: City of Gods",16627,9455,7172,1036,1788,14839,7.90177559150779,8.37944273929138,7.2720568404908,7.03988764478764,7.69723794742729,7.92642100613249,48
"76",76,121921,"Robinson Crusoe: Adventures on the Cursed Island",38955,25891,13064,4348,4787,34168,7.79521671133359,8.19045245413464,7.0119153781384,6.88573551287948,7.71784081052852,7.80605721815734,118
"77",77,200680,"Agricola (Revised Edition)",13381,7809,5572,859,1329,12052,7.98093377998655,8.41280293763606,7.37568140165111,7.19762747380675,8.18141534988713,7.95882624543644,75
"78",78,182874,"Grand Austria Hotel",16064,9130,6934,1178,2046,14018,7.89161865226593,8.35228399561884,7.28506044851456,7.18952122241087,7.86077859237537,7.89611991938936,82
"79",79,171623,"The Voyages of Marco Polo",22739,12192,10547,2068,2605,20134,7.81904302827741,8.29464214566929,7.26926541955059,7.27545938104449,7.81855061804223,7.81910673785637,89
"80",80,68448,"7 Wonders",94087,59957,34130,6393,12661,81426,7.71801638866156,8.02512915456076,7.1785039331966,7.00634651180979,7.65434943527368,7.727916018962,142
"81",81,110327,"Lords of Waterdeep",50690,30482,20208,3161,7059,43631,7.74438070921287,8.15708690899548,7.12184951454869,7.0391724137931,7.66691302025783,7.75691410098325,125
"82",82,284378,"Kanban EV",4329,2833,1496,118,421,3908,8.53597920766921,8.90541169078715,7.83637879010695,7.36169491525424,8.47171021377672,8.54290276100308,21
"83",83,62219,"Dominant Species",19340,9776,9564,1601,3350,15990,7.82679605222337,8.45863756239771,7.18094885403597,7.25174953154279,7.78259486567164,7.83605646341464,143
"84",84,264220,"Tainted Grail: The Fall of Avalon",9520,6778,2742,841,1536,7984,8.19676136239496,8.65170902773679,7.07216789934354,6.7367855648038,7.85594493489583,8.26232925225451,34
"85",85,236457,"Architects of the West Kingdom",23073,14404,8669,1463,2484,20589,7.78631299354223,8.16414509788948,7.15852505594648,6.90653451811347,7.70177732689211,7.79651196366992,46
"86",86,255984,"Sleeping Gods",4902,3505,1397,341,721,4181,8.43813970216238,8.78561649643367,7.56633858267717,7.02064516129032,8.19538464632454,8.48000203061469,19
"87",87,93,"El Grande",25484,12602,12882,1882,4616,20868,7.74335244349396,8.13066526979845,7.36445815401335,7.17675026567481,7.87019633882149,7.71529458357293,255
"88",88,122515,"Keyflower",20937,11076,9861,1786,2836,18101,7.76103705688495,8.31197768959914,7.1422135655613,7.19105267637178,7.88485202397744,7.74163817026684,118
"89",89,18602,"Caylus",27986,14507,13479,2598,5254,22732,7.74244512327592,8.28210084648791,7.16163159284813,7.12131474210931,7.70626086791016,7.75080831515045,202
"90",90,37111,"Battlestar Galactica: The Board Game",34694,17340,17354,2832,5823,28871,7.73403438116101,8.39171524106113,7.07688409242826,7.16985395480226,7.64969465911042,7.75104488310069,168
"91",91,172386,"Mombasa",12182,6067,6115,1123,1369,10813,7.86579491462814,8.37549896983682,7.36009180703189,7.42793044523598,7.79820913805698,7.87435173772311,82
"92",92,73439,"Troyes",21264,11138,10126,1979,3145,18119,7.73775600545523,8.28686834350871,7.13376497037329,7.17987490146538,7.74648623211447,7.73624065897676,142
"93",93,40834,"Dominion: Intrigue",31987,20157,11830,2717,3486,28501,7.70203642323444,8.03116909758396,7.14123107100592,7.05927028708134,7.647870232358,7.70866157117294,159
"94",94,170042,"Raiders of the North Sea",20046,11523,8523,1301,2265,17781,7.75974179986032,8.19421902716307,7.1723334823419,7.07823853189854,7.72600644591612,7.76403911591024,81
"95",95,12493,"Twilight Imperium: Third Edition",18862,9012,9850,1991,3667,15195,7.81248950800551,8.47433463493121,7.20695161116751,7.65908337518834,7.64367703572402,7.85322891806515,210
"96",96,269385,"The Lord of the Rings: Journeys in Middle-Earth",12886,8782,4104,991,1306,11580,7.97264842309484,8.39204278979731,7.07520170565302,6.79218900100908,7.61623532159265,8.01284492659758,41
"97",97,146021,"Eldritch Horror",32910,21130,11780,2774,4048,28862,7.76874794013977,8.26825483388547,6.87277335059423,6.85507930785869,7.65778241106719,7.78431125736262,105
"98",98,317985,"Beyond the Sun",8274,4221,4053,265,970,7304,7.99919480058013,8.45023899076049,7.52945447816432,7.18301886792453,7.81451546391752,8.02372094468784,21
"99",99,203993,"Lorenzo il Magnifico",11807,6331,5476,847,1307,10500,7.87192328279834,8.30048603380193,7.3764465157049,7.27249845336481,7.8584740627391,7.87359739047619,70
"100",100,42,"Tigris & Euphrates",26994,14914,12080,2588,5621,21373,7.7011094080166,8.22223236288051,7.05772962748345,6.98701935085008,7.92006742572496,7.64352446357554,255
"101",101,225694,"Decrypto",16557,10153,6404,581,1682,14875,7.78407943709609,8.09841340687481,7.28572953154279,6.97128227194492,7.85994728299643,7.77550063260504,54
"102",102,144733,"Russian Railroads",16555,7212,9343,1548,1985,14570,7.75462061129568,8.3107337687188,7.32534863320133,7.52922157622739,7.57420151133501,7.77920070144132,106
"103",103,163412,"Patchwork",56267,40507,15760,2808,5799,50468,7.62219637354044,7.82698797343669,7.09583258312182,6.88264957264957,7.64868894292119,7.61915225826266,94
"104",104,155821,"Inis",16021,8801,7220,1196,2082,13939,7.81715230759628,8.4430472843995,7.05420193490305,7.05989018394649,7.9185734870317,7.80200352392568,70
"105",105,281259,"The Isle of Cats",14990,10181,4809,634,1753,13237,7.83042227284857,8.19565152833709,7.05720558536078,6.81813670347003,7.84976782087849,7.82786030671602,31
"106",106,205896,"Rising Sun",18735,9739,8996,1163,2262,16473,7.80889535041366,8.51931123010576,7.03980461538462,7.15466265692175,7.70366961096375,7.82334448673587,55
"107",107,341169,"Great Western Trail (Second Edition)",3730,2521,1209,85,365,3365,8.5215966997319,8.79848513288378,7.94423049627792,7.19294117647059,8.2331698630137,8.55288222585438,12
"108",108,253344,"Cthulhu: Death May Die",7168,4912,2256,367,908,6260,8.13891952845982,8.57523517508143,7.18892730496454,7.1641689373297,8.09939096916299,8.14465306389776,34
"109",109,102680,"Trajan",16181,8736,7445,1528,2286,13895,7.75437856127557,8.27696596726191,7.14117190194761,7.08331304319372,7.66389501312336,7.76926487945304,130
"110",110,163068,"Trickerion: Legends of Illusion",8601,4462,4139,754,1100,7501,7.9600107080572,8.52096370013447,7.35528196907465,7.33826392572944,7.78980909090909,7.98497028396213,82
"111",111,233371,"Clank! In! Space!: A Deck-Building Adventure",11949,6874,5075,843,1294,10655,7.83237785337685,8.23412732615653,7.28821511921182,7.24756740213523,7.74480828438949,7.84301276865322,60
"112",112,36218,"Dominion",84154,53331,30823,7490,12093,72061,7.60571199420111,7.96397100729407,6.98584009895208,6.80767217356475,7.55095666749359,7.61490082263637,170
"113",113,218417,"Aeon's End: War Eternal",4582,3413,1169,363,530,4052,8.33953895678743,8.60401748315265,7.5673702566296,7.4065449862259,8.29916981132076,8.34481922507404,59
"114",114,178900,"Codenames",79075,57093,21982,3260,8410,70665,7.57846333341764,7.76684781251642,7.08917959830771,6.73846257668712,7.59249293103448,7.57679363956697,86
"115",115,132531,"Roll for the Galaxy",29341,16043,13298,2391,3576,25765,7.63085327732525,8.15411184005485,6.99958262595879,7.04988373065663,7.5789194435123,7.63806132660586,93
"116",116,198928,"Pandemic: Iberia",9349,6162,3187,707,1182,8167,7.91008704139481,8.21471573028238,7.32109363664889,7.30963932107496,8.0742065143824,7.88633422921514,70
"117",117,172287,"Champions of Midgard",15535,9428,6107,1101,2095,13440,7.74931658641777,8.17703484726347,7.08900419682332,6.95049137148047,7.76885526968974,7.74627093601191,82
"118",118,196340,"Yokohama",10414,5368,5046,743,1310,9104,7.83148805934319,8.28019161512668,7.3541514189457,7.3243497577389,7.82645883969466,7.83221172781195,66
"119",119,263918,"Cartographers",20856,15001,5855,801,2095,18761,7.68146471662831,7.90050974135058,7.12025303159692,6.88647940074907,7.62103022911695,7.68821330419487,39
"120",120,175640,"Vinhos: Deluxe Edition",5488,3365,2123,370,634,4854,8.14655081086006,8.54887999405647,7.50885052755535,7.32808378378378,8.13176813880126,8.14848163370416,70
"121",121,175155,"Forbidden Stars",8359,4715,3644,683,1134,7225,7.97019795071181,8.53801149734888,7.23549957738749,7.34644216691069,8.03273368606702,7.9603826532872,86
"122",122,30549,"Pandemic",113669,80566,33103,8217,14945,98724,7.57099949502503,7.85324967331132,6.88405970516267,6.75871523913837,7.53370236935429,7.57664559468822,174
"123",123,266524,"PARKS",16731,11491,5240,596,1964,14767,7.7486737325922,8.08015082238273,7.02176471755725,6.78230369127517,7.70051125254582,7.75507930656193,36
"124",124,262712,"Res Arcana",16682,9817,6865,1128,1928,14754,7.72706827538664,8.23156096669043,7.00564005243991,6.81509072695036,7.73042568983402,7.7266295404636,42
"125",125,279537,"The Search for Planet X",5906,4169,1737,209,694,5212,8.08129407213004,8.36076024226433,7.41054308578008,7.19253588516746,7.97124639769452,8.09594738871834,27
"126",126,2511,"Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases",19350,12997,6353,2419,2508,16842,7.68206757364341,7.95548022466723,7.12271856917991,7.0613372054568,7.57552100079745,7.69793378933618,250
"127",127,127023,"Kemet",17847,8636,9211,1891,2297,15550,7.68836796716535,8.24139470935618,7.16986411898817,7.34506499206769,7.73709599477579,7.68117000707396,114
"128",128,4098,"Age of Steam",9915,4955,4960,762,2359,7556,7.81214829147756,8.48018783854692,7.14478217137097,7.34805774278215,7.8640699448919,7.79593823583907,233
"129",129,274364,"Watergate",8561,5975,2586,512,896,7665,7.8656950718374,8.11311127196653,7.29403544470224,6.9401171875,7.8801953125,7.8640000665362,37
"130",130,43015,"Hansa Teutonica",13492,5934,7558,1084,2242,11250,7.7064086873703,8.27048801314459,7.2635340222281,7.25117804428045,7.73624843889385,7.70046195644445,154
"131",131,118048,"Targi",19072,12839,6233,1373,2368,16704,7.63836104708473,7.90492445751227,7.08928233274507,6.84781500364166,7.67362439611487,7.6333620282567,118
"132",132,233398,"Endeavor: Age of Sail",7890,4561,3329,460,1469,6421,7.94747915969582,8.35637796535848,7.38725463202163,7.26054710869565,8.19264049693669,7.89139101074599,47
"133",133,231733,"Obsession",4490,3182,1308,192,928,3562,8.30501873273942,8.72203153362665,7.29054263761468,7.21848958333333,8.30248922413793,8.30567774003369,47
"134",134,161970,"Alchemists",20558,11739,8819,1886,2356,18202,7.66233718017317,8.15798048556095,7.00258474090033,7.01137857900318,7.53401009337861,7.67894736677288,94
"135",135,146652,"Legendary Encounters: An Alien Deck Building Game",12396,7506,4890,1241,1754,10642,7.77343074459503,8.24673809219291,7.04691848466257,7.20081708299758,7.82945445838084,7.76419699210675,96
"136",136,147020,"Star Realms",40466,27825,12641,2459,5236,35230,7.57182813621312,7.85539772327044,6.94764304327189,6.90576838958926,7.56545422650879,7.57277544791371,101
"137",137,271324,"It's a Wonderful World",12275,7317,4958,697,1331,10944,7.76783040325866,8.19548723520569,7.13669586526825,6.96283357245337,7.72260567993989,7.77333059576023,34
"138",138,256916,"Concordia Venus",3958,2671,1287,148,483,3475,8.31267146791309,8.61544502807937,7.68430458430459,7.27466216216216,8.21691488612836,8.32598094388489,46
"139",139,34635,"Stone Age",48827,26734,22093,3654,7025,41802,7.54558037294939,7.95768719533179,7.04690369755126,7.04880852216749,7.53707559572954,7.54700963614181,173
"140",140,103885,"Star Wars: X-Wing Miniatures Game",24133,16498,7635,2421,3056,21077,7.6598617407699,7.99644197599709,6.93256629600524,7.03896860801322,7.64870222513089,7.66147978317597,120
"141",141,217372,"The Quest for El Dorado",18051,11876,6175,1094,2137,15914,7.64195130962274,7.92143489811384,7.1044376097166,6.88054793418647,7.72703810481984,7.63052549076285,64
"142",142,14996,"Ticket to Ride: Europe",66672,45167,21505,3649,8128,58544,7.53901900887929,7.76249917351164,7.06964311508952,6.97648244450535,7.50526443774606,7.54370534999317,209
"143",143,233867,"Welcome To...",24593,16336,8257,1064,2422,22171,7.58098728987924,7.84326355656219,7.06208876831779,6.81017857142857,7.52401636251032,7.58721089666682,54
"144",144,148949,"Istanbul",28416,15252,13164,2404,3246,25170,7.55865436409065,7.93424543273014,7.12348914235795,7.05008528702163,7.57275392791127,7.55683604131903,101
"145",145,77423,"The Lord of the Rings: The Card Game",22712,15337,7375,3739,3622,19090,7.6606378311025,8.05510410184521,6.84030844881356,6.75168242043327,7.63512562120376,7.66547833525406,136
"146",146,254640,"Just One",18944,12906,6038,468,1994,16950,7.61541815086571,7.82440669301101,7.16871292977807,6.64624408119658,7.62281374122367,7.61454813274336,48
"147",147,308765,"Praga Caput Regni",5873,3566,2307,375,581,5292,8.02874320619786,8.43182151149747,7.40569282184655,7.05876712,7.88920309810671,8.04406308578987,22
"148",148,220877,"Rajas of the Ganges",11488,6354,5134,833,1295,10193,7.72550072771588,8.15624172647152,7.1924021094663,7.06018852340936,7.66354064092664,7.7333726312175,58
"149",149,244522,"That's Pretty Clever!",19569,13286,6283,777,2070,17499,7.60502782615361,7.83735125620955,7.11375787681044,6.98896396396397,7.49811376811594,7.61767495456883,53
"150",150,82222,"Xia: Legends of a Drift System",8774,5433,3341,555,1492,7282,7.87654975723729,8.47542066261734,6.90268994612391,6.81994192792793,7.78934629356568,7.8944167673716,95
"151",151,283948,"Marco Polo II: In the Service of the Khan",5508,2908,2600,207,523,4985,8.04359088961511,8.45449555020632,7.58400983076923,7.26980676328502,7.97678585086042,8.05059972316951,34
"152",152,287954,"Azul: Summer Pavilion",11864,7775,4089,617,1151,10713,7.72481937626433,8.01240167202572,7.17799806309611,7.01137223662885,7.61408166811468,7.73671698683842,35
"153",153,9609,"War of the Ring",10334,6117,4217,1169,2446,7888,7.77523510741242,8.20341445806769,7.15413643822623,7.36919076133447,7.88796402698283,7.74027885268763,215
"154",154,43111,"Chaos in the Old World",14939,7058,7881,1356,2470,12469,7.67112257112256,8.35766242278265,7.05627695850781,7.2346238938053,7.69124925910931,7.66713565001203,156
"155",155,104162,"Descent: Journeys in the Dark (Second Edition)",24160,14764,9396,3060,3044,21116,7.64715304842715,8.05525735098889,7.00589592592593,6.98751416013072,7.53889465505913,7.66275915514302,121
"156",156,54043,"Jaipur",44074,31614,12460,2579,5852,38222,7.49939616553977,7.70646811570823,6.9740051035313,6.80238093447073,7.5160845898838,7.49684107529695,154
"157",157,265188,"Glen More II: Chronicles",6081,3928,2153,345,674,5407,7.96798807761881,8.33058439663951,7.30645610311194,6.99433333333334,7.95194362017804,7.96998807101905,34
"158",158,463,"Magic: The Gathering",35912,22691,13221,3412,6456,29456,7.55008084734908,7.98265422810806,6.80766177293699,6.67770633059789,7.48811400247831,7.5636623910239,254
"159",159,296151,"Viscounts of the West Kingdom",6871,4532,2339,361,644,6227,7.91815340561782,8.25880635039718,7.25811101752886,6.96054016620499,7.83238405279503,7.9270237224988,30
