"","rank","id","name","cum_no_ratings","cum_no_ratings_owned","cum_no_ratings_not_owned","cum_no_ratings_prev_owned","cum_no_ratings_comment","cum_no_ratings_no_comment","cum_avg_rating","cum_avg_rating_owned","cum_avg_rating_not_owned","cum_avg_rating_prev_owned","cum_avg_rating_comment","cum_avg_rating_no_comment","month_after_release"
"158",158,463,"Magic: The Gathering",35912,22691,13221,3412,6456,29456,7.55008084734908,7.98265422810806,6.80766177293699,6.67770633059789,7.48811400247831,7.5636623910239,254
"159",159,296151,"Viscounts of the West Kingdom",6871,4532,2339,361,644,6227,7.91815340561782,8.25880635039718,7.25811101752886,6.96054016620499,7.83238405279503,7.9270237224988,30
"160",160,10630,"Memoir '44",27816,17969,9847,3085,5765,22051,7.55396714516825,7.94677703211086,6.8371599086016,6.84622517666126,7.52669958369471,7.56109595982041,218
"161",161,188920,"This War of Mine: The Board Game",10820,7054,3766,1227,1387,9433,7.80346475970425,8.28858633399489,6.89479572490707,6.83499839445803,7.75238194664744,7.81097582317396,63
"162",162,282524,"Horrified",11739,9004,2735,534,1551,10188,7.73652715648692,7.94505585517548,7.05002170749543,6.91636080524345,7.78271179883946,7.72949610227719,36
"163",163,128882,"The Resistance: Avalon",30121,17719,12402,1897,3477,26644,7.54714048205571,7.96676210226311,6.94761818819546,6.88892361623616,7.57321220304861,7.54373816356403,118
"164",164,17133,"Railways of the World",11680,6101,5579,1007,2646,9034,7.6754765744863,8.15786021144075,7.1479586377487,7.19344687189672,7.67306009448224,7.67618434580473,202
"165",165,150376,"Dead of Winter: A Crossroads Game",42872,24672,18200,4001,4808,38064,7.51552360235119,8.00725310919261,6.84893292142857,6.83538509872532,7.36981574667221,7.53392848281841,96
"166",166,39463,"Cosmic Encounter",30011,16608,13403,2577,4860,25151,7.53401429309253,8.25507347483141,6.64053142430799,6.69730966239814,7.56300600205762,7.52841214186315,164
"167",167,155426,"Castles of Mad King Ludwig",23827,12923,10904,2318,3137,20690,7.53085416208504,7.944511215662,7.04060378576669,7.04845125107852,7.55213817978961,7.52762709763171,94
"168",168,70149,"Ora et Labora",10365,5442,4923,1146,1421,8944,7.6969729937289,8.20164080117604,7.13910132845826,7.13462478184991,7.6106842364532,7.7106823322898,130
"169",169,199561,"Sagrada",33372,21787,11585,1912,3573,29799,7.50288623426825,7.80749975168679,6.93002350625809,6.81441666841004,7.43105497900924,7.51149904258532,64
"170",170,328871,"Terraforming Mars: Ares Expedition",9418,6564,2854,493,1255,8163,7.74698385007433,8.10341661334552,6.92721347231955,6.47509269776876,7.39281992828685,7.80143389562661,14
"171",171,103343,"A Game of Thrones: The Board Game (Second Edition)",31454,17063,14391,2418,3488,27966,7.56313126279646,8.0640457633476,6.96921116531165,6.95431683209264,7.47030813073394,7.57470843095187,129
"172",172,249259,"War Chest",6682,4083,2599,357,806,5876,7.93809975306794,8.35733112172422,7.27949195075029,6.99818859943978,8.00398014888337,7.92906306160653,48
"173",173,189932,"Tyrants of the Underdark",6756,3511,3245,328,801,5955,7.91308695381883,8.4001215237824,7.38612905701079,7.27124695121951,7.97014107365793,7.90541267170445,74
"174",174,25021,"Sekigahara: The Unification of Japan",5109,3272,1837,467,1024,4085,8.01957644940302,8.39197007334963,7.35628198149156,7.30128479657387,8.1181376953125,7.9948697870257,131
"175",175,221194,"Dinosaur Island",14228,8648,5580,1214,1827,12401,7.63760224416643,8.08076570767807,6.95077829569893,6.7761647446458,7.45993048713738,7.66377806064027,58
"176",176,31627,"Ticket to Ride: Nordic Countries",12855,8646,4209,749,1941,10914,7.63247446830027,7.88867213509137,7.10620100023759,7.1588473564753,7.70762719216898,7.61910893439619,178
"177",177,123260,"Suburbia",23304,12026,11278,2920,3216,20088,7.49926458161689,7.94472466905038,7.02425988118461,7.20562155479452,7.4328089800995,7.50990382964954,118
"178",178,268864,"Undaunted: Normandy",7802,5378,2424,611,900,6902,7.8310129441169,8.12458674786166,7.17967634488449,6.98468248772504,7.70746444444444,7.84712329614604,36
"179",179,14105,"Commands & Colors: Ancients",8353,5162,3191,907,2255,6098,7.7711551322878,8.22456383572259,7.03768733939204,7.05703417861081,7.89228337028825,7.72636271236471,199
"180",180,195421,"Near and Far",9040,5837,3203,895,1082,7958,7.74135211946903,8.13016010450574,7.03280631595379,6.92346368715083,7.66722427911275,7.75143082307113,63
"181",181,283155,"Calico",11905,8100,3805,650,1347,10558,7.66282622679546,7.98738665432099,6.97190915374507,6.77089743076923,7.60052907943578,7.67077415798447,24
"182",182,104006,"Village",21763,12195,9568,2251,2680,19083,7.50678409042871,7.89461632800328,7.01246823160535,6.95243422478898,7.45379179104477,7.51422628307918,129
"183",183,171131,"Captain Sonar",18484,8968,9516,1186,2287,16197,7.53969951525644,8.03269783229259,7.07509160151324,7.15046746205734,7.55012894184521,7.53822689078225,74
"184",184,209418,"Dominion (Second Edition)",6937,4238,2699,371,595,6342,7.88162354043535,8.22891281264747,7.33630603927381,6.88471698113207,8.08168235294117,7.86285422579628,70
"185",185,21050,"Combat Commander: Europe",5689,3814,1875,568,1590,4099,7.95007003691334,8.48719749606712,6.857481168,6.97202464788732,7.95289464779874,7.948974371798,188
"186",186,126042,"Nations",11719,5578,6141,1402,1727,9992,7.62256492533493,8.23320606848333,7.06790667806546,7.09898002853067,7.55908042269832,7.63353747698158,106
"187",187,245638,"Coimbra",10410,5608,4802,961,1135,9275,7.65703705571566,8.07962311162625,7.16352131195335,7.10469823100937,7.49094948898678,7.6773615180593,50
"188",188,12,"Ra",20371,10543,9828,1555,4597,15774,7.49173644298267,7.96767978184577,6.9811675966626,6.95808360128617,7.71280359364803,7.42731107899075,254
"189",189,188,"Go",15983,9699,6284,710,3122,12861,7.64012334104986,8.14384930920713,6.86265068586887,6.57507042253521,7.91071139974376,7.57443825285747,254
"190",190,242302,"Space Base",13814,8368,5446,786,1676,12138,7.57583181410164,8.00038692638624,6.92348565552699,6.64140966921119,7.38643436754177,7.6019835788433,53
"191",191,182631,"Star Realms: Colony Wars",7175,5480,1695,369,704,6471,7.82487674285714,7.99675558941606,7.26918584070796,7.18059349593496,7.79197457386364,7.82845627105548,82
"192",192,148228,"Splendor",69030,44867,24163,4120,8142,60888,7.43298641300884,7.77948730492344,6.78958718619377,6.67232856067961,7.38430525300909,7.43949610300881,102
"193",193,91,"Paths of Glory",4829,3443,1386,373,1259,3570,8.05332709463657,8.45530381063026,7.05476588744589,7.18037533512064,8.10913739475775,8.03364497478992,255
"194",194,306735,"Under Falling Skies",7052,5629,1423,629,783,6269,7.80727027793534,7.9726766139634,7.15296791286015,6.94272920508744,7.86111621966794,7.80054490349338,22
"195",195,224037,"Codenames: Duet",18740,14295,4445,1029,2005,16735,7.49937694663821,7.65680526267925,6.99309173228347,6.55285957240039,7.53828124688279,7.49471586973409,62
"196",196,215,"Tichu",14333,9122,5211,676,2683,11650,7.57735699993023,8.06947837206752,6.71588489157551,6.5480399408284,7.76986306373462,7.53302277081545,254
"197",197,283355,"Dune",5905,3597,2308,207,777,5128,8.03288034377646,8.57669085070892,7.18535590987868,7.01101449275362,8.17630888030889,8.01114789976599,37
"198",198,223321,"Detective: A Modern Crime Board Game",9060,5490,3570,1437,967,8093,7.76492898675497,8.14792813661202,7.17594710084034,7.06463908837857,7.60927507755946,7.78352744594094,49
"199",199,822,"Carcassonne",113564,84482,29082,6522,17052,96511,7.41518991652284,7.61503374304586,6.83465191527405,6.63272028058878,7.39391337262491,7.39584987048108,255
"200",200,146886,"La Granja",10004,4806,5198,1242,1388,8616,7.63801525189924,8.14959745110278,7.16501331858407,7.19126409017713,7.47458837896254,7.66434260793872,97
"201",201,9209,"Ticket to Ride",79726,52435,27291,4017,11688,68038,7.40731350826581,7.68057033889578,6.88229713238797,6.84050410754294,7.4136838569473,7.40621916928775,221
"202",202,239188,"Chronicles of Crime",18992,13533,5459,1842,2472,16520,7.6787620603412,7.9572542525678,6.98837282469317,6.66434201954397,7.84897012540453,7.65329266949153,47
"203",203,54998,"Cyclades",19698,9864,9834,2029,2837,16861,7.51491685298,8.06841840024331,6.95972677140533,7.00667816658452,7.54866055692633,7.509239201115,154
"204",204,7854,"YINSH",8213,5254,2959,557,1717,6496,7.70303470838914,8.07157955081843,7.04864653599189,7.12089766606822,7.83383634245778,7.66846167795567,226
"205",205,318977,"MicroMacro: Crime City",9992,6876,3116,1038,977,9015,7.63478547838271,7.8085817582897,7.25127353337613,7.39501445086705,7.50602354145343,7.64874004437049,23
"206",206,129437,"Legendary: A Marvel Deck Building Game",21387,14014,7373,2100,3124,18263,7.55132337868798,8.04114111959469,6.62031757086668,6.71686079523809,7.4736182234315,7.56461532990199,117
"207",207,176189,"Zombicide: Black Plague",14469,9209,5260,1267,1631,12838,7.64999837238234,8.11058979802367,6.84361311787072,6.91182846882399,7.6690915573268,7.64757268421872,80
"208",208,109276,"Kanban: Driver's Edition",6393,2842,3551,911,881,5512,7.81447421554826,8.3476314778325,7.3877682343002,7.69664983534577,7.64409774120318,7.84170601415094,94
"209",209,271055,"Dwellings of Eldervale",3829,2217,1612,190,639,3190,8.22042354139462,8.85281663058187,7.35068689205955,7.21789473684211,8.13884194053208,8.23676543573668,22
"210",210,188834,"Secret Hitler",22901,12019,10882,782,2616,20285,7.5305212484171,8.13219350278725,6.86598358757581,6.85356777493606,7.47272616972477,7.53797463396598,79
"211",211,293014,"Nidavellir",8746,4649,4097,354,927,7819,7.67176020009147,8.10508466336847,7.18005274835245,6.92101694915254,7.57776518878101,7.68290400051157,30
"212",212,294484,"Unmatched: Cobble & Fog",4072,3156,916,206,335,3737,8.16365253192535,8.36295268060837,7.47698084061135,6.9695145631068,8.10343283582089,8.16905087235751,26
"213",213,146508,"T.I.M.E Stories",25880,13963,11917,3707,2995,22885,7.45903300231839,7.97806743250018,6.85088684568264,6.71470868626922,7.14360400667779,7.50031374699585,83
"214",214,232832,"Century: Golem Edition",9722,6346,3376,524,1266,8456,7.65152896831928,7.98005740624015,7.03398114040284,6.85796755725191,7.61931674565561,7.65635165917692,60
"215",215,156129,"Deception: Murder in Hong Kong",19287,11670,7617,1309,2446,16841,7.47887996629855,7.87964788260497,6.86486374163056,6.69618470588235,7.4477674161897,7.48339877738852,82
"216",216,169426,"Roll Player",17256,10584,6672,1462,1997,15259,7.49394026309689,7.89570934807256,6.85660153477218,6.84121340629275,7.44731497245869,7.50004228193198,71
"217",217,194655,"Santorini",33859,22304,11555,2582,3967,29892,7.41243792964943,7.73966047973458,6.7808176996971,6.71319689388071,7.5505033778674,7.39411511307373,69
"218",218,555,"The Princes of Florence",14929,7948,6981,1611,3263,11666,7.52087051443499,7.9799186172622,6.99823560234924,6.91392923649907,7.60597208090714,7.49706746185497,254
"219",219,9216,"Goa",11214,5577,5637,1305,2550,8664,7.57010302211522,8.04466702528242,7.10059025900302,7.13307047509579,7.61829776470588,7.55591828139428,220
"220",220,158600,"Hanamikoji",14453,10352,4101,1089,1851,12602,7.51817750363246,7.76342344088099,6.89911241160693,6.68034281910009,7.58500738519719,7.50836143389938,70
"221",221,118,"Modern Art",19222,11095,8127,1524,3941,15281,7.45709678805535,7.88614423884633,6.87136017349575,6.79832677165354,7.55074896219234,7.43294370787252,254
"222",222,192291,"Sushi Go Party!",28524,20154,8370,1390,3021,25503,7.42973641459823,7.6449714706758,6.9114750860215,6.71122532374101,7.47092574313141,7.42485726463553,74
"223",223,241451,"Aeon's End: Legacy",3979,2830,1149,379,558,3421,8.1134917064589,8.35372208480565,7.52180156657963,7.45575197889182,8.01625745519714,8.12935160479392,43
"224",224,199478,"Flamme Rouge",15116,8825,6291,991,1840,13276,7.52142178552527,7.97772043172804,6.88132711810523,6.65631685166498,7.55854510869565,7.5162766428141,70
"225",225,235802,"Too Many Bones: Undertow",2409,1881,528,140,255,2154,8.71900514736405,9.00380297713981,7.70441287878788,7.67614285714286,8.66678431372549,8.72518727948004,48
"226",226,271896,"Star Wars: Outer Rim",8788,6069,2719,493,1021,7767,7.7044352969959,8.0741052347998,6.87930589187201,6.58995943204868,7.65731341821743,7.71062963692545,40
"227",227,198994,"Hero Realms",15187,10623,4564,1129,1660,13527,7.55949478237966,7.82249610656123,6.9473424890447,6.78879749335695,7.5138343373494,7.56509811931692,70
"228",228,176494,"Isle of Skye: From Chieftain to King",23039,13176,9863,1932,2719,20320,7.40865659012978,7.78603618169399,6.90451449356179,6.83205797101449,7.38879653549099,7.41131404527559,85
"229",229,20551,"Shogun",13360,5978,7382,1441,2182,11178,7.52884426796407,8.01518183338909,7.13500439176375,7.14252602359472,7.50542942254812,7.53341495974235,190
"230",230,300531,"Paleo",6655,4392,2263,379,560,6095,7.79915478136739,8.14955894125683,7.11909509500663,6.81392844327177,7.7771875,7.80117310418376,22
"231",231,295486,"My City",6300,4476,1824,703,738,5562,7.77547101428572,7.9397555227882,7.37232547697368,7.50765291607397,7.74915451219512,7.77896284789644,28
"232",232,31481,"Galaxy Trucker",31982,16645,15337,3004,5135,26847,7.37330960383966,7.88112096785822,6.82219007889418,6.85044927762983,7.35176814021422,7.37742981897419,178
"233",233,155068,"Arcadia Quest",9900,6072,3828,1029,1331,8569,7.65766212828283,8.15029446805007,6.87624531347962,7.04092426627794,7.74939669421487,7.64341324191854,94
"234",234,269207,"The Taverns of Tiefenthal",10240,6217,4023,810,969,9271,7.59774377734375,7.96261253337623,7.03388868008949,6.83709506172839,7.4667813003096,7.61143190594327,41
"235",235,274637,"Unmatched: Battle of Legends, Volume One",6001,4222,1779,378,578,5423,7.87794783536077,8.19230419232591,7.13190368746487,6.83630510582011,7.94967128027682,7.87030333026,37
"236",236,27708,"1960: The Making of the President",8962,5317,3645,1283,2351,6611,7.623561287659,8.05958377468497,6.98753068038408,6.90015276695246,7.49784772437261,7.66826747239449,178
"237",237,128621,"Viticulture",11891,4216,7675,604,1286,10605,7.53707329829283,8.2078030882353,7.16863071921824,7.02948675496689,7.40854129082426,7.55265954644036,112
"238",238,27833,"Steam",9886,4692,5194,1062,1740,8146,7.57073005563423,8.10855463128731,7.08488621486331,7.14498116760829,7.58645977011494,7.56737016081513,161
"239",239,19857,"Glory to Rome",13555,7094,6461,1526,2756,10799,7.48628836075249,8.02413828587539,6.8957439606872,6.95315399737877,7.58929680696662,7.45999969719418,177
"240",240,421,"1830: Railways & Robber Barons",5176,3049,2127,367,1240,3936,7.86321397217929,8.35137312561495,7.16345033380348,7.31139400544959,7.86819919354839,7.86164342479675,254
"241",241,228341,"Pulsar 2849",7494,3868,3626,657,817,6677,7.69261634907926,8.15649569027921,7.19777760341974,7.24690258751902,7.63043423500612,7.70022497379062,58
"242",242,3,"Samurai",15529,8564,6965,1464,3364,12165,7.45925121321399,7.82880992410089,7.00485052404881,6.98173770491803,7.59371346611177,7.42206822770242,254
"243",243,140620,"Lewis & Clark: The Expedition",14438,7422,7016,1782,1943,12495,7.4706914718105,7.99019322689302,6.92112732896238,6.9485987654321,7.39419701492538,7.48258652821128,106
"244",244,227224,"The Red Cathedral",6302,4213,2089,311,666,5636,7.78568285940971,8.06542253975789,7.22151662039253,6.8644608681672,7.63275975975976,7.80375361603974,22
"245",245,223040,"Fantasy Realms",10255,7186,3069,435,1075,9180,7.55732358654315,7.86464144586696,6.83774517758227,6.52826310344828,7.43430335813954,7.57172955010893,60
"246",246,127060,"Bora Bora",9626,5045,4581,1218,1564,8062,7.56059573654685,8.07046849554014,6.99907902204759,7.0654105090312,7.46051534526854,7.58001098486728,114
"247",247,285967,"Ankh: Gods of Egypt",5485,3406,2079,190,769,4716,7.91399474384685,8.48369901056958,6.98065528619529,6.61794736842105,7.68849154746424,7.95076572731128,15
"248",248,204583,"Kingdomino",40124,27551,12573,2177,4400,35724,7.33746455288606,7.5637910010526,6.84151927543148,6.71843464859899,7.36344466363637,7.33426467360878,70
"249",249,304783,"Hadrian's Wall",3666,2637,1029,190,460,3206,8.10081601200218,8.40914325369738,7.31067127308066,7.02812105263158,7.90279347826087,8.12922847785403,16
"250",250,232405,"Western Legends",9009,5226,3783,644,1128,7881,7.62214046953047,8.12654978185993,6.92532760507534,6.66864130434783,7.61027519503546,7.62383873493211,48
"251",251,165722,"KLASK",7675,4760,2915,300,868,6807,7.63858306449511,8.00410840546218,7.04170463464837,7.07028556666667,7.77569662442396,7.62109892022918,77
"252",252,108745,"Seasons",22928,11713,11215,2391,2889,20039,7.38084690553035,7.94637691966191,6.79020463575568,6.86571099958176,7.33783385254414,7.38704804880483,120
"253",253,92828,"Dixit: Odyssey",18936,11732,7204,913,1776,17160,7.42854225126743,7.71085113450392,6.96879102720711,6.77155640744798,7.43017066441441,7.42837371620047,134
"254",254,155873,"Power Grid Deluxe: Europe/North America",4110,2421,1689,289,498,3612,7.97553781995134,8.29197429574556,7.52196013617525,7.35903114186851,7.99070817269076,7.97344622646733,94
"255",255,144344,"Rococo",8309,3753,4556,998,1061,7248,7.58957542423878,8.05154432986943,7.2090290452151,7.37242184368738,7.59098586239397,7.58936895695364,106
"256",256,286096,"Tapestry",16263,9244,7019,1165,2151,14112,7.44884986041936,8.12143867265253,6.56305259866078,6.47532748497854,7.0143889818689,7.51507189484127,36
"257",257,24181,"Imperial",8492,3679,4813,733,1926,6566,7.60145426519077,8.25410256319651,7.10257766258051,7.17594815825375,7.63763473520249,7.59084147426135,190
"258",258,329082,"Radlands",3752,2863,889,128,533,3219,8.14920486140725,8.44050109675166,7.21109336332958,6.702265625,8.18801125703565,8.14277932277105,10
"259",259,760,"Battle Line",16585,10831,5754,1610,4042,12543,7.41223533192644,7.71336597174776,6.84540426485923,6.78476397515528,7.55328154131618,7.36678298572909,255
